title,score,synopsis,Action,Adventure,Animation,Avant Garde,Award Winning,Biography,Boys Love,Comedy,Crime,Documentary,Drama,Ecchi,Family,Fantasy,Game-Show,Girls Love,Gourmet,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Slice of Life,Sport,Sports,Supernatural,Suspense,Talk-Show,Thriller,War,Western
Rebelde Way,7.7,"Four teenagers different lives personalities attend prominent private school , one thing common : vocation passion music .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Autobiography of Miss Jane Pittman,7.8,"Beginning racial turmoil 1960s Louisiana , 110-year-old ex-slave Jane Pittman grants interview persistent journalist relates remarkable story life . Orphaned early , toils plantation chance meeting white Union soldier named Brown changes outlook . Jane 's emancipation marks beginning arduous heartbreaking odyssey , framed horrors slavery justice civil rights movement .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Check It Out! with Dr. Steve Brule,8.6,"See Dr. Steve learn restaurants , spend time family , conquer fears , . Featuring guest appearances Jan Skylar , Wayne Skylar , David Liebe Hart .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pereval Dyatlova,7.7,mystery death Dyatlov group remained unsolved 60 years . Dozens investigators around world putting forward incredible versions happened - attacks former prison ...,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nostalgia Critic,7.5,"documentary popular online movie review show , 'Nostalgia Critic , ' covering history growth show well impact involved .",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Avenida Brasil,8.2,N/A,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Voltron: Defender of the Universe,7.9,series focuses five lion robots pilots defend galaxy planet Arus evil forces King Zarkon Prince Lotor planet Doom .,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Adventures of Sinbad,7.0,Adventures Sindbad across seven seas brand new version . Sindbad shipmates encounter numerous strange dangerous situations journey always find way . mythical creature black magic stop !,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Living and the Dead,7.3,"brilliant young couple inherit farm determined start new life together . presence isolated corner England starts unleash strange , unsettling dangerous supernatural phenomena start threaten marriage .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Life as We Know It,7.8,"Holly Eric set blind date married friends Peter Allison , n't go well . Peter Allison killed accident , Holly Eric learn named guardian late friends ' infant daughter Sophie , move house try best honor friends ' wishes . raising child cramps style -- still n't exactly get along .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
WWE NXT,7.6,Wrestlers portray heroes villains follow series events build tension culminate wrestling match series matches .,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Halka,8.7,"Two different young men coming together different places stand side side fight conspiracy . go past n't leave behind . bring account old notebooks , dirty cases , big small lies . 're life Mafia , money , intrigue . face Halka , terrifying face yet know .",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ideal,8.2,Moz drug dealer strange clientele come go flat .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Incorporated,7.2,man attempts thwart giant corporation seems unlimited power .,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dirty Lines,7.4,"1987s Amsterdam , time Dutch society changing rapidly . Psychology student Marly Salomon takes side job working brand new firm : Teledutch company started two brothers , Frank Ramon Stigter , established Europe 's first erotic telephone lines . Frank Ramon become rich overnight Marly finds immersed wild rapid transformation .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Odyssey,7.3,"Three families torn apart stranded female soldier , disillusioned corporate attorney disrespected political activist pulled shocking international military conspiracy .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hokuto no Ken,8.2,"nuclear explosion , survivors must hide terrible Sauzer , wants dominate world . Kenshiro hope",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muppet Babies,7.5,"animated adventures Jim Henson 's Muppets babies . Baby Kermit , Piggy , Gonzo , Animal , Fozzie , Rowlf , Scooter , Skeeter ( occasionally Bunsen , Beaker , Bean Bunny ) , care green striped socks-wearing Nanny , get mischief using imaginations . Songs highlighted series .",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whispers,7.1,"children across Washington , D.C. , start talking imaginary friend named Drill , persuades play dangerous games , FBI calls child specialist Claire Bennigan - whose deaf son speaking Drill , unbeknownst - investigate . Meanwhile , defense department sends Wes Lawrence Sahara Desert , encounters strange geological phenomenon . puzzle pieces come together , creating frightening picture , humanity must wage battle unseen forces hopes survive .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mockingbird Lane,7.3,"Grandpa Sam Dracula essentially Dracula assembled Herman man good enough daughter Lily , sexy vamp . Lily 's niece Marilyn freak actually normal Lily Herman 's child , Eddie , werewolf tendencies surface puberty , forcing family relocate famous 1313 Mockingbird Lane address .",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern Love: Mumbai,7.9,"Exploring 6 unique yet universal stories human connection love varied forms – romantic , platonic , parental , sexual , familial , marital , self love .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Marlon,7.0,"loving immature father larger-than-life personality committed co-parenting two kids very-together ex-wife . Marlon , family always comes first -- even 's biggest kid .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nowhere Boys,7.0,"fantasy action-adventure series follows four teenage boys get lost forest discover , return home , alternate world identical except one startling difference - never born .",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sick of It,7.4,"Star acclaimed series 'An Idiot Abroad ' , Karl Pilkington returns television first scripted comedy series 'Sick ' , collaboration long-time comedy partner Richard Yee . Karl plays Karl , middle-aged taxi driver Ladbroke Grove , London , , struggling get feeling dumps recent break , discovers grumpy misanthropic internal voice says Karl really thinks . voice often tries guide help Karl , often dispenses criticisms expounds unconventional offbeat views life , often leading less desirable outcomes .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Good Mythical Morning,8.8,"famous YouTube morning talk show created Rhett McLaughlin Charles Lincoln ( Link ) Neal contains loads laughter insanity , known quote : `` , n't . ''",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Duranga,7.5,"follows story Sammit Ira . Ira begins investigating multiple murders suspected acomplice serial killer , leads discover revelations husband 's twisted past .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Lorax,7.9,"walled city Thneed-Ville , everything artificial even air commodity , boy named Ted hopes win heart dream girl , Audrey . learns wish see real tree , Ted seeks Once-ler , ruined old businessman outside town stark wasteland . Upon hearing hermit gave greed profits devastated land protests Lorax , Ted inspired undo disaster . However , greedy Mayor Thneed-Ville , Aloysius O'Hare , made fortune exploiting environmental collapse determined stop boy undermining business .",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cold Comfort Farm,7.2,"England early 1930 's , 20 year old Flora Poste , recently orphaned left 100 pounds year , goes stay distant relatives Cold Comfort Farm . Everyone gloomy farm completely around twist , Flora tries sort everything ...",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nighty Night,8.1,"Although Jill 's husband seems respond well cancer treatment , tells 's dying . Jill pretends 's already widow pursues next-door neighbor , . Jill manipulates torments 's wife , suffers MS .",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Not Me,8.8,"twin , Black , viciously attacked subsequently left hospitalised , White unable endure harm done brother silence . Knowing brother 's mouth one Black 's closest friends betrayed , White disguises Black root traitor . Sean 's calm , serious hard read ? Cheerful friendly Graham ? might hot-blooded Yok likes fight ?",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Happyish,7.2,"birthday , Thom Payne gets gift insignificance also new boss . suspects ED pills interfering anti-depressants , leaving neither happiness ... happiness . culture reveres youth - culture helped create - Thom needs figure purpose 's halfway death nobody cares thinks . world Kardashian trending , perhaps wise among us would heartily embrace trending .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jägarna,7.4,"Erik returns northernmost Sweden lifetime Stockholm police save Hunters ( 1996 ) False Trail ( 2011 ) . Retirement n't become helps nephew Peter , rookie local police .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TharnType,8.0,"Type Thiwat handsome freshman passion football spicy food . Although 's friendly boy , hates gay people , childhood , molested man . life turns upside new academic year college brings along charismatic roommate , Tharn Kirigun . Tharn gorgeous , compassionate music major , also openly gay . Type learns , determined make Tharn leave dorm , wo n't live gay person . Tharn equally determined give Type 's homophobic tantrums . gay guy homophobic guy share small space together rest year - possibly outcome story ? Hatred ? maybe love ?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Yu-Gi-Oh!,8.2,"young boy named Yugi Moto solves Ancient Egyptian Puzzle brings forth dark powerful alter ego . Whenever friends threatened evil , alter ego breaks confines Millenium Puzzle challenges wrongdoers Shadow Games : Life Death situations test true nature human beings . lose cheat suffer serious penalties result losing sanity even lives . Along friends Joey , Tristan , Téa Miho ; Yugi dark counterpart faces foes Seto Kaiba : ruthless champion duel monsters card game ; Ryo Bakura , possesses Millenium Ring containing spirit brutal Yami Yugi . Yugi friends succeed lose souls ?",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al Kabeer,8.6,"mayor Al-Mazareeta , small town upper Egypt , met American woman twins . One child stayed Al-Mazareeta went America mother . mayor 's death , child grew America goes Egypt claim father 's title . sons battle see take , eventually realize value family go challenges together .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Through the Wormhole,8.6,"Hosted Morgan Freeman , Wormhole explore deepest mysteries existence - questions puzzled mankind eternity . made ? beginning ? really alone ? creator ? questions pondered exquisite minds human race . , science evolved point hard facts evidence may able provide us answers instead philosophical theories . Wormhole bring together brightest minds best ideas edges science - Astrophysics , Astrobiology , Quantum Mechanics , String Theory , - reveal extraordinary truth Universe .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lost Battalion,7.0,"1918 World War , Meuse-Argonne Sector France , former New York lawyer Major Charles White Whittlesey assigned Gen. Robert Alexander massive suicidal attack German forces Argonne Forest five-hundred-man battalion . However , forces supposed giving support flanks retreat communications headquarter 77th American Division cut . Major Wittlesey holds position men , mostly Irish , Polish , Italian Jewish immigrants New York , surrounded German army . Without food , water , ammunition medical supplies , two hundred men survive five days siege .",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Raccoons,7.4,"Evergreen Forest , group raccoons , rambunctious Bert . home peaceful beautiful , also threatened greedy aardvark industrialist , Cyril Sneer , wants destroy forest profit . Together dog friends , Schaeffer Broo , Cedric Sneer , Cyril 's sympathetic son , work oppose Cyril newspaper environmental initiatives . series progresses , eventually win find allied environmental dangers enemies .",0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Our Great National Parks,8.1,five-part documentary series world 's breathtaking national parks wildlife live .,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larry David: Curb Your Enthusiasm,8.3,"Larry David , co-creator co-writer Jerry Seinfeld Seinfeld series , decides make come-back stand-up comedy . agent , Jeff Greene , even ambitious plans - make TV special occasion , including showing planning behind show . TV special . Sort .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schoolhouse Rock!,8.2,"series shorts illustrating various songs teach multiplication tables , grammar , science , American history , computers , economics , environmentalism .",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Halcyon,7.4,"Halcyon tells story bustling glamorous five star hotel centre London society world war . drama , set 1940 , shows London life prism war impact families , politics , relationships work across every social strata - set soundtrack music era",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Clerks,7.4,Dante Hicks good day . clerks small convenience store told come work day . Dante thinks life series endings day proves different . reads newspaper ex-girlfriend Caitlin getting married . present girlfriend reveals somewhat experience sex thought . principal concerns hockey game afternoon wake friend died . buddy Randal Graves works clerk video store next door hates job much Dante hates .,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jonas,7.0,"show follows Jonas Brothers fun unusual situations try live ordinary lives . series also feature original Jonas Brothers songs created especially show . `` JONAS '' set Jonas family 's New Jersey home ( converted fire station Jonas Street , inspiration band 's name ) private school , Horace Mantis Academy . Little brother Frankie also stars , family would n't complete without Big Man , JONAS bodyguard .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
LA to Vegas,7.1,"ensemble workplace comedy group underdogs trying find place world , set Friday night flight LAX Vegas returning flight Sunday , share goal : come back winner casino life .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fastlane,7.4,"Two mist-matched cops , angry bitter Van Ray , brash Deaqon Hayes , forced team shady vixen police lieutenant , Billie Chambers , going undercover seedy side Los Angeles using variety police confiscated flashy cars , clothes , weapons items , kept large secret warehouse called Candy Store , order nail various low-lives rich powerful criminals .",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inazuma irebun,8.1,N/A,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Betty,7.1,diverse group young women navigating lives predominantly male oriented world skateboarding .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison Bergeron,7.2,"`` men created equal . purpose Government make . '' premise Showtime film adaption Kurt Vonnegut 's futuristic short story Harrison Bergeron . film centers around young man ( Harrison ) smarter peers , affected usual `` Handicapping '' used train Americans everyone equal intelligence .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Jim Gaffigan Show,7.5,Comedy husband wife trying raise five kids New York City two-bedroom apartment .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ajin,7.6,"17 years ago , immortals first appeared battlefields Africa . Later , rare , unknown new immortal lifeforms began appearing among humans , became known `` Ajin '' ( demi-humans ) . summer vacation , Japanese high school student instantly killed traffic accident way home school . However , revived , price placed head . Thus begins boy 's life run humankind .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixer Upper,8.1,"Chip Joanna Gaines take clients Waco Texas area , turning fixer uppers homes dreams .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beware the Batman,7.3,"Dark Knight comes three-dimensional life Beware Batman : faces 'underdog rogues ' form Anarchy , Professor Pyg Magpie . Batman 's computer-animated television debut . Dark Knight new coat paint .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hierro,7.5,"son goes missing , broken mother returns months later island El Hierro identify body . finds son one missing .",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Paquita Salas,8.0,losing biggest client talent agent Paquita starts search new stars .,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Running Wild with Bear Grylls,7.6,"British adventurer , takes A-list celebrities wild outdoor adventures , pushing beyond comfort zone .",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin (Probably) Saves the World,7.7,"successful selfish Wall Streeter , Kevin Finn downward spiral realizes hates life , led trying commit suicide . regroup , Kevin heads back hometown Taylor , Texas live straight-laced , recently widowed , aeronautical engineer twin sister Amy Cabrera teenaged daughter Reese Cabrera , latter happy see uncle support time grief . Shortly arrival Taylor , Kevin discovers protector Yvette one else see surviving thirty-six righteous souls generation , something tell anyone . God appointed mission Yvette 's protection find anoint replacement thirty-five , helping others , specific tasks listen universe direct . successful completion task result vision leading finding thirty-five . Kevin 's problems may want tasks either seeming harm , selfishness seeing directed help even selfish . made difficult actions may seem little odd family friends , especially Amy may believe Kevin still suffering suicidal tendencies . , Yvette colleagues still find happened original thirty-five Kevin spared .",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Storm,7.1,"span single day , town Silverton ravaged unprecedented onslaught tornadoes . entire town mercy erratic deadly cyclones , even storm trackers predict worst yet come . people seek shelter , others run towards vortex , testing far storm chaser go once-in-a-lifetime shot .",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Beavers,7.2,"parents another litter , Norbert ( smart one ) Daggett ( stupid one ) Beaver strike . new home lake middle forest seems scene every odd occurrence imaginable . two beavers deal wacko government scientists , 100-foot walking splinters , super-long teeth , fish big swallow Swede , giant cricket , dreaded stinky toe , evil mind-controlling pond scum , Swamp Witch , zombies , Mexican wrestlers , lying documentary-film makers , stupidity potion , big fat hairy naked Canadian , too-friendly robot , along many problems . midst , Norb Dag satisfy love Grade-Z 50 's sci-fi , hot peppers , Yoo-hoo , , course , wood .",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fatma,7.4,"series follows story Fatma ( 35 ) , ordinary cleaning lady commits unexpected murder searching missing husband , Zafer , released jail . Zafer 's dodgy underground associates soon find , way survive man 's world continue killing . gets away - since one takes ordinary cleaner , becomes invisible killer . end , murder becomes release years struggle grief repressed , new part identity must confront .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blinded by the Lights,7.8,eight-episode story charting seven days life cocaine dealer whose perfectly organized life begins sink chaos forced make important choices life .,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kekkai Sensen,7.2,"breach Earth netherworlds opened city New York , trapping New Yorkers creatures dimensions impenetrable bubble . time , bubble became Jerusalem 's Lot , homeworld wondrous beings crazy sci-fi sensibilities . someone threatening sever bubble unleash chaos across dimensions , 's special group superhumans preserve Jerusalem 's Lot .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gentefied,7.5,"Based digital series title , Gentefied centers three cousins band together keep Grandfather 's popular Boyle Heights taco shop business neighborhood becomes gentrified . Throughout show 's first season cousins confront differences connections community , heritage , commitment family business , navigating larger themes gentrification marginalization Latinx 's America .",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What About Brian,7.1,"producers Lost Alias screenwriter City Angels Love Game comes contemporary , heartwarming ensemble show group supportive friends various stages romantic relationships friendships living Los Angeles . just-married Nic Angelo , seemingly happily married Dave Deena newly-engaged Marjorie Adam . -- Brian ? close-knit group friends , everyone else paired , Brian emerged last bachelor standing . 34 , regardless run bad luck matters heart , Brian still holds hope one day 'll open door blinded love . However questions fate popping frequently head . pressing question - 's one answer -- could problems stem fact harboring crush picture-perfect Marjorie , best friend 's girl ? Adam , Brian 's best friend since childhood , going break Marjorie found proposing instead . 's lawyer Marjorie pediatric surgeon . busy lifestyles leave little time plan upcoming wedding , oddly enough , seems given time re-evaluate whether 're indeed right thing . Brian 's fortysomething sister , Nic , boy-toy husband , Angelo , trying hard start family , something 's right . Nic 's high-stress work record executive Angelo 's fledgling acting career created anxiety new marriage . 're torn conceiving child old-fashioned way using modern medicine speed process . Dave , runs video game business Brian called Zap Monkey , married stay-at-home mom Deena . 've together 13 years , three little girls lackluster sex life . prompts frustrated unconventional Deena suggest content Dave consider open marriage . Like married people single friends , ca n't wait Brian join `` club , '' though 're exactly sure .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Top Gear,8.4,"Top Gear British television series motor vehicles , primarily cars , relaunched version original 1977 show name , airing since 2002 , becoming widely watched factual television programme world .",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danger Mouse,7.4,"Danger Mouse , greatest secret agent world , must follow Colonel K 's orders ( try break Professor Squawkencluck 's inventions ) foil Baron Greenback 's henchman Stiletto 's plans .",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Muppets.,7.4,"Muppets return prime-time contemporary , documentary-style show . first time ever , series explore Muppets ' personal lives relationships , home work , well romances , breakups , achievements , disappointments , wants desires .",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Blood,7.3,"Six years sinister drugs trial India goes horribly wrong , young teacher found dead . Two investigators - trainee Detective Constable Arrash 'Rash ' Sayyad junior Serious Fraud Office investigator Stefan Kowolski - separately drawn , investigating different strands case watch respective bosses , DS Derek Sands Eleanor Davies . war begins rage two major pharmaceutical companies two hit-women trail , Rash Stefan 's paths unexpectedly cross , forcing join together uncover truth .",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Constantine: City of Demons,7.5,"decade tragic mistake , Chas Chandler occult investigator , John Constantine , set cure Chas 's daughter , Trish , demonically induced coma . help mysterious Nightmare Nurse , influential Queen Angels , brutal Aztec God , Mictlantecuhtli , might chance outsmart demon Beroul save Trish 's soul .",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Threshold,7.2,team experts assembled U.S. Navy discovers extra-terrestrial object briefly appeared near ship Atlantic Ocean .,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dakteoseu,7.7,"Hye Jung uncivilized 16-year-old girl finds life miserable nothing worth living ( mom died little ) , never tries school always acts impolitely violently towards others . father leaves grandmother take care . accidentally bumps man ( Ji Hong ) steals CD , later moves grandmother 's house becomes teacher school , life completely changed . discovers intelligent tries keep back track . grandma wants good career , believes successful future , tries achieve dream doctor .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vixen,7.0,"Vixen based DC Character Mari McCabe / Vixen , costumed superhero crime-fighter power mimic abilities animal ever lived Earth .",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Taarak Mehta Ka Ooltah Chashmah,8.2,"series revolves around lives residents Gokuldham Co-operative Housing Society Goregaon , Mumbai , particular family Jethalal Gada . Taarak Mehta friend , philosopher guide . Although primarily family comedy , episodes often centered socially relevant issues .",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juste une question d'amour,7.8,"gay cousin dies hepatitis , young Laurent , lives best friend Carole , falls love Cedric , plant scientist . 's afraid inform conservative parents gay .",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Man v. Food,7.3,"Host Adam Richman ( subsequently Casey Webb ) travels around U.S. , taking variety local eating challenges involving meal size , spiciness daunting factors .",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Men in Trees,7.2,"relationship-advice guru , upon learning fiancé cheating , decides stay small town Alaska , recent stop book tour . 's remote town , ratio men women ten one , realizes truly learn subject thought knew well -- find , keep , good man .",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
